ID;INDICATOR;UNIT;UNIT_NUM;STUB_NAME;STUB_NAME_NUM;STUB_LABEL;STUB_LABEL_NUM;YEAR;YEAR_NUM;AGE;AGE_NUM
3775;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;1998;22;65 years and over;5
3776;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;1999;23;65 years and over;5
3777;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2000;24;65 years and over;5
3778;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2001;25;65 years and over;5
3779;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2002;26;65 years and over;5
3780;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2003;27;65 years and over;5
3781;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2004;28;65 years and over;5
3782;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2005;29;65 years and over;5
3783;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2006;30;65 years and over;5
3784;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2007;31;65 years and over;5
3785;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2008;32;65 years and over;5
3786;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2009;33;65 years and over;5
3787;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2010;34;65 years and over;5
3788;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2011;35;65 years and over;5
3789;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2012;36;65 years and over;5
3790;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2013;37;65 years and over;5
3791;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2014;38;65 years and over;5
3792;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2015;39;65 years and over;5
3793;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2016;40;65 years and over;5
3794;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: American Indian or Alaska Native: 65 years and over;5.135;2017;41;65 years and over;5
3795;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1950;1;15-24 years;2
3796;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1960;2;15-24 years;2
3797;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1970;3;15-24 years;2
3798;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1980;4;15-24 years;2
3799;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1981;5;15-24 years;2
3800;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1982;6;15-24 years;2
3801;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1983;7;15-24 years;2
3802;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1984;8;15-24 years;2
3803;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1985;9;15-24 years;2
3804;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1986;10;15-24 years;2
3805;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1987;11;15-24 years;2
3806;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1988;12;15-24 years;2
3807;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1989;13;15-24 years;2
3808;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1990;14;15-24 years;2
3809;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1991;15;15-24 years;2
3810;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1992;16;15-24 years;2
3811;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1993;17;15-24 years;2
3812;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1994;18;15-24 years;2
3813;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1995;19;15-24 years;2
3814;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1996;20;15-24 years;2
3815;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1997;21;15-24 years;2
3816;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1998;22;15-24 years;2
3817;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;1999;23;15-24 years;2
3818;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2000;24;15-24 years;2
3819;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2001;25;15-24 years;2
3820;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2002;26;15-24 years;2
3821;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2003;27;15-24 years;2
3822;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2004;28;15-24 years;2
3823;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2005;29;15-24 years;2
3824;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2006;30;15-24 years;2
3825;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2007;31;15-24 years;2
3826;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2008;32;15-24 years;2
3827;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2009;33;15-24 years;2
3828;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2010;34;15-24 years;2
3829;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2011;35;15-24 years;2
3830;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2012;36;15-24 years;2
3831;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2013;37;15-24 years;2
3832;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2014;38;15-24 years;2
3833;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2015;39;15-24 years;2
3834;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2016;40;15-24 years;2
3835;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2017;41;15-24 years;2
3836;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 15-24 years;5.142;2018;42;15-24 years;2
3837;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1950;1;25-44 years;3
3838;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1960;2;25-44 years;3
3839;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1970;3;25-44 years;3
3840;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1980;4;25-44 years;3
3841;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1981;5;25-44 years;3
3842;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1982;6;25-44 years;3
3843;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1983;7;25-44 years;3
3844;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1984;8;25-44 years;3
3845;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1985;9;25-44 years;3
3846;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1986;10;25-44 years;3
3847;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1987;11;25-44 years;3
3848;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1988;12;25-44 years;3
3849;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1989;13;25-44 years;3
3850;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1990;14;25-44 years;3
3851;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1991;15;25-44 years;3
3852;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1992;16;25-44 years;3
3853;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1993;17;25-44 years;3
3854;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1994;18;25-44 years;3
3855;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1995;19;25-44 years;3
3856;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1996;20;25-44 years;3
3857;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1997;21;25-44 years;3
3858;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1998;22;25-44 years;3
3859;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;1999;23;25-44 years;3
3860;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2000;24;25-44 years;3
3861;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2001;25;25-44 years;3
3862;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2002;26;25-44 years;3
3863;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2003;27;25-44 years;3
3864;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2004;28;25-44 years;3
3865;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2005;29;25-44 years;3
3866;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2006;30;25-44 years;3
3867;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2007;31;25-44 years;3
3868;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2008;32;25-44 years;3
3869;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2009;33;25-44 years;3
3870;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2010;34;25-44 years;3
3871;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2011;35;25-44 years;3
3872;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2012;36;25-44 years;3
3873;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2013;37;25-44 years;3
3874;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2014;38;25-44 years;3
3875;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2015;39;25-44 years;3
3876;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2016;40;25-44 years;3
3877;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2017;41;25-44 years;3
3878;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 25-44 years;5.143;2018;42;25-44 years;3
3879;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1950;1;45-64 years;4
3880;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1960;2;45-64 years;4
3881;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1970;3;45-64 years;4
3882;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1980;4;45-64 years;4
3883;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1981;5;45-64 years;4
3884;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1982;6;45-64 years;4
3885;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1983;7;45-64 years;4
3886;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1984;8;45-64 years;4
3887;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1985;9;45-64 years;4
3888;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1986;10;45-64 years;4
3889;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1987;11;45-64 years;4
3890;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1988;12;45-64 years;4
3891;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1989;13;45-64 years;4
3892;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1990;14;45-64 years;4
3893;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1991;15;45-64 years;4
3894;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1992;16;45-64 years;4
3895;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1993;17;45-64 years;4
3896;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1994;18;45-64 years;4
3897;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1995;19;45-64 years;4
3898;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1996;20;45-64 years;4
3899;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1997;21;45-64 years;4
3900;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1998;22;45-64 years;4
3901;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;1999;23;45-64 years;4
3902;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2000;24;45-64 years;4
3903;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2001;25;45-64 years;4
3904;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2002;26;45-64 years;4
3905;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2003;27;45-64 years;4
3906;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2004;28;45-64 years;4
3907;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2005;29;45-64 years;4
3908;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2006;30;45-64 years;4
3909;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2007;31;45-64 years;4
3910;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2008;32;45-64 years;4
3911;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2009;33;45-64 years;4
3912;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2010;34;45-64 years;4
3913;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2011;35;45-64 years;4
3914;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2012;36;45-64 years;4
3915;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2013;37;45-64 years;4
3916;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2014;38;45-64 years;4
3917;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2015;39;45-64 years;4
3918;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2016;40;45-64 years;4
3919;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2017;41;45-64 years;4
3920;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 45-64 years;5.144;2018;42;45-64 years;4
3921;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1950;1;65 years and over;5
3922;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1960;2;65 years and over;5
3923;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1970;3;65 years and over;5
3924;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1980;4;65 years and over;5
3925;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1981;5;65 years and over;5
3926;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1982;6;65 years and over;5
3927;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1983;7;65 years and over;5
3928;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1984;8;65 years and over;5
3929;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1985;9;65 years and over;5
3930;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1986;10;65 years and over;5
3931;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1987;11;65 years and over;5
3932;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1988;12;65 years and over;5
3933;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1989;13;65 years and over;5
3934;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1990;14;65 years and over;5
3935;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1991;15;65 years and over;5
3936;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1992;16;65 years and over;5
3937;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1993;17;65 years and over;5
3938;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1994;18;65 years and over;5
3939;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1995;19;65 years and over;5
3940;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1996;20;65 years and over;5
3941;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1997;21;65 years and over;5
3942;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1998;22;65 years and over;5
3943;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;1999;23;65 years and over;5
3944;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;2000;24;65 years and over;5
3945;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;2001;25;65 years and over;5
3946;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;2002;26;65 years and over;5
3947;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex, age and race;5;Male: Asian or Pacific Islander: 65 years and over;5.145;2003;27;65 years and over;5
